"","Fish_ID_Revised","Fish_ID","GillClip_ID_Revised","GillClip_ID","Collection_Date","RunTimingGroup","Collection_Location","Processing_Date","Col_Location_Lat","Col_Location_Long","Fish_Wt","Fish_Leng_1","Fish_Leng_1_tape","Fish_Leng_2","Fish_Leng_2_tape","Fish_Ht","Fish_Ht_tape","Fish_Wdth","Fish_Grth","Sex","Gonad_Wt","DWP.","Fem_Fecun_1_num","Fem_Fecun_1_wt","Fem_Fecun_2_num","Fem_Fecun_2_wt","Fem_Fecun_3_num","Fem_Fecun_3_wt","Fem_Egg_Sz_1","Fem_Egg_Sz_2","Fem_Egg_Sz_3","Carcass.guts_Wt","Oto_Well_ID","Strontium_marked_Y.N","Scales_Y.N","Scales_num","Fish_Ground_Y.N","Gonad_Saved_Y.N","Gonad_Saved_wt","Fat_Meter_1._L","Fat_Meter_1._R","Fat_Meter_2._L","Fat_Meter_2._R","Fat_Meter_3._L","Fat_Meter_3._R","Fat_Meter_4._L","Fat_Meter_4._R","Dissect_Comments","SpawnStatus","Date_LabDryStart","Fish.BagWt_g","Date_LabDryFinal","DryFish.BagWt_g","Pwater","Pdry","Dry_Comments","Date_BCProcess","Bomb_ID_1","Bomb_PelletWt_g_1","EE_Value_1","EnergyDensity_mJ.kg_1","EnergyPDry_1","Bomb_ID_2","Bomb_PelletWt_g_2","EE_value_2","EnergyDensity_mJ.kg_2","EnergyPDry_2","Bomb_ID_3","Bomb_PelletWt_g_3","EE_value_3","EnergyDensity_mJ.kg_3","EnergyPDry_3","Bomb_ID_4","Bomb_PelletWt_g_4","EE_value_4","EnergyDensity_mJ.kg_4","EnergyPDry_4","BC_comments","Collection_RiverMile_m","Elevation_m","Year"
"38","PC-7-2019","PC7-2019","PC-7-19","PC7",2019-07-30,NA,"Power Creek Cordova","8/2/19",60.590134,-145.639518,1.7,46.4,48.1,4.9,5.3,11.3,13.5,4.9,26.1,"F",0.03,"N/A",27,4.8228,NA,NA,NA,NA,6.2,NA,NA,1.588,"1-D3","Y","Y","5","Y","Y",0.018,0.5,0.4,0.5,0.4,0.5,0.4,0.5,0.4,"POST SPAWNER WITH EMPTY SKEINS. 26 EGGS LEFT IN BODY CAVITY. LARGE EGGS!",2,"11/26/19",122.2,"12/2/19",24.1,"0.8028","0.1972","","1/21/20",4,0.3633,923.3249,19.3328,3.812769885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"39","PC-8-2019","PC8-2019","PC-8-19","PC8",2019-07-30,NA,"Power Creek Cordova","8/2/19",60.590134,-145.639518,1.788,46.4,46.1,5.5,5.6,11.7,13.3,4.8,27.9,"F",0,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,"1-D6","N","Y","5","Y","N",NA,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,"SKEINS EMPTY",2,"11/26/19",100.4,"12/2/19",18.6,"0.8147","0.1853","","1/21/20",2,0.4429,923.1981,20.5516,3.807368127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"40","PC-9-2019","PC9-2019","PC-9-19","PC9",2019-07-30,NA,"Power Creek Cordova","8/2/19",60.590134,-145.639518,1.347,43.6,44.4,4.4,4.5,9.9,12.2,4.9,24.7,"F",0,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,"1-D9","N","Y","5","Y","N",NA,0.9,0.4,0.9,0.5,0.6,0.6,0.7,0.5,"SKEINS EMPTY, POST SPAWNER",2,"11/26/19",120.7,"12/2/19",22.1,"0.8169","0.1831","","1/21/20",4,0.315,923.3249,19.8623,3.636759155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"41","PC-10-2019","PC10-2019","PC-10-19","PC10",2019-07-30,NA,"Power Creek Cordova","7/31/19",60.590134,-145.639518,3.404,50.6,51.4,10.8,11,17.7,20.3,7.1,40.1,"M",0.104,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,"1-C7","N","Y","6","Y","Y",0.054,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"",0,"11/26/19",109.6,"12/2/19",24.3,"0.7783","0.2217","","1/21/20",2,0.4193,923.1981,21.4009,4.744907573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"42","PC-11-2019","PC11-2019","PC-11-19","PC11",2019-07-30,NA,"Power Creek Cordova","8/2/19",60.590134,-145.639518,2.248,46.8,47.7,5.3,5.4,14.4,16.3,6.4,32.5,"F",0.383,"N/A",53,9.0444,57,9.2454,69,11.1167,5.5,5.4,5.4,1.764,"1-D10","N","Y","5","Y","Y",0.136,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,"SKEIN BROKE/DISINTEGRATED. GONADS WERE HARD TO DISTINGUISH FROM ONE ANOTHER. BIG MESS. ANOMALY?",3,"11/26/19",146.5,"12/2/19",32.8,"0.7761","0.2239","","1/21/20",4,0.2684,923.3249,21.4596,4.804606689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"43","PC-12-2019","PC12-2019","PC-12-19","PC12",2019-07-30,NA,"Power Creek Cordova","7/31/19",60.590134,-145.639518,3.524,47.7,50.6,11.6,11.5,17.8,20.6,6.7,41.4,"M",0.04,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35,"1-C6","N","Y","5","Y","Y",0.022,0.6,0.4,0.7,0.5,0.6,0.6,0.5,0.5,"",0,"11/26/19",200.1,"12/2/19",38.1,"0.8096","0.1904","","1/21/20",2,0.3902,923.1981,21.2987,4.055374663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"44","PC-13-2019","PC13-2019","PC-13-19","PC13",2019-07-30,NA,"Power Creek Cordova","7/31/19",60.590134,-145.639518,2.894,48.2,49,9.3,9.1,16.7,19,NA,38.4,"M",0.03,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.746,"1-C5","N","Y","5","Y","Y",0.016,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.5,"",0,"11/26/19",160.6,"12/2/19",32.8,"0.7958","0.2042","","1/21/20",4,0.3809,923.3249,21.3526,4.360929514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"45","PC-14-2019","PC14-2019","PC-14-19","PC14",2019-07-30,NA,"Power Creek Cordova","7/31/19",60.590134,-145.639518,2.986,49.9,50.3,8.2,8.6,16,18.4,NA,37.4,"M",0.05,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.836,"1-C4","N","Y","6","Y","Y",0.024,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.5,"",0,"11/26/19",131.4,"12/2/19",25.4,"0.8067","0.1933","","1/21/20",2,0.3393,923.1981,20.7456,4.010184475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"46","PC-15-2019","PC15-2019","PC-15-19","PC15",2019-07-30,NA,"Power Creek Cordova","7/31/19",60.590134,-145.639518,3.272,49.3,50.2,10.5,10.7,16.9,19.6,NA,40.2,"M",0.032,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12,"1-C3","N","Y","5","Y","Y",0.014,0.6,0.5,0.5,0.4,0.4,0.5,0.6,0.6,"",0,"11/26/19",118.8,"12/2/19",23.2,"0.8047","0.1953","","1/21/20",4,0.3578,923.3249,20.5872,4.02039596,2,0.4091,923.1981,19.0828,3.726607407,4,0.3917,923.3249,20.1058,3.926385185,NA,NA,NA,NA,NA,NA,NA,NA,2019
"47","PC-16-2019","PC16-2019","PC-16-19","PC16",2019-07-30,NA,"Power Creek Cordova","7/31/19",60.590134,-145.639518,3.052,49.1,49.1,10,10.3,18.1,20.3,NA,40.7,"M",0.06,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.942,"1-C2","N","Y","5","Y","Y",0.034,0.5,0.5,0.4,0.4,0.5,0.5,0.5,0.5,"",0,"12/2/19",152.4,"12/10/19",28.6,"0.8123","0.1877","","1/21/20",2,0.3748,923.1981,20.5041,3.847882283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"48","PC-17-2019","PC17-2019","PC-17-19","PC17",2019-07-30,NA,"Power Creek Cordova","7/31/19",60.590134,-145.639518,2.916,46.9,47.5,10.3,11,17.5,19.7,NA,40.1,"M",0.02,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.784,"1-C1","N","Y","5","Y","Y",0.01,0.9,0.9,0.7,0.6,0.7,0.6,0.8,0.5,"1 good otolith, 1 partial otolith",0,"12/2/19",109.3,"12/10/19",20.9,"0.8088","0.1912","","1/21/20",4,0.4881,923.3249,20.3077,3.883174108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"49","PC-18-2019","PC18-2019","PC-18-19","PC18",2019-07-30,NA,"Power Creek Cordova","7/31/19",60.590134,-145.639518,2.538,44.3,44.9,7.8,8.1,15.6,18.6,NA,37.2,"M",0.076,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-B12","N","Y","5","Y","Y",0.034,0.7,0.7,0.5,0.5,0.7,0.5,0.6,0.4,"",0,"12/2/19",124.3,"12/10/19",26.4,"0.7876","0.2124","","1/21/20",2,0.2986,923.1981,21.7972,4.629493805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"50","PC-19-2019","PC19-2019","PC-19-19","PC19",2019-07-30,NA,"Power Creek Cordova","7/31/19",60.590134,-145.639518,2.87,48.7,49.3,10.1,10.3,16.8,18.4,NA,38.5,"M",0.014,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77,"1-B11","N","Y","5","Y","Y",0.08,0.4,0.9,0.4,0.8,0.4,0.7,0.5,0.7,"SKEINS EMPTY, POST SPAWNER",2,"12/2/19",127.6,"12/10/19",22.5,"0.8237","0.1763","","1/21/20",4,0.4082,923.3249,19.6772,3.469725705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"51","PC-20-2019","PC20-2019","PC-20-19","PC20",2019-07-30,NA,"Power Creek Cordova","7/31/19",60.590134,-145.639518,3.122,45.7,46.7,9.9,9.8,17.1,18.8,NA,38.2,"M",0.072,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.994,"1-B10","N","Y","5","Y","Y",0.034,1.1,1.3,0.4,0.6,0.5,0.5,0.7,0.5,"",0,"12/2/19",87.5,"12/10/19",18.1,"0.7931","0.2069","","1/21/20",4,0.374,923.3249,20.8968,4.322652343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"52","GD-1-2019","GD01-2019","GD-1-19","GD01",2019-07-18,NA,"Eyak Weir Cordova","8/29/19",60.5316,-145.6451,2.992,49.9,50.3,6,6.1,14.7,16.5,9.2,35.9,"F",0.592,"N/A",40,6.7634,58,8.481,49,8.8047,5.6,5.6,5.7,2.28,"2-A9","N","Y","5","Y","Y",0.308,0.7,0.7,0.8,1,1.1,1.4,1,0.7,"",0,"12/2/19",171.4,"12/10/19",45.3,"0.7357","0.2643","","1/26/20",2,0.4711,923.1981,23.8912,6.314301984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"53","GD-2-2019","GD2-2019","GD-2-19","GD2",2019-07-18,NA,"Eyak Weir Cordova","8/30/19",60.5316,-145.6451,1.476,40.8,41.2,4.5,5,11.3,11.6,5.3,27.4,"M",0.074,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.356,"2-B6","N","Y","6","Y","Y",0.036,1.5,1.5,1.5,1.4,1.2,1.1,0.9,1.3,"",0,"12/2/19",117.2,"12/10/19",34,"0.7099","0.2901","","1/26/20",4,0.4806,923.3249,23.3122,6.762924915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"54","GD-3-2019","GD-03-2019","GD-3-19","GD03",2019-07-18,NA,"Eyak Weir Cordova","8/29/19",60.5316,-145.6451,2.302,47,48.3,4.5,4.6,13.5,14.7,7.4,32.3,"F",0.376,"N/A",54,7.8138,41,7.3334,49,7.501,5.2,5.3,5.4,1.844,"2-A10","N","Y","7","Y","Y",0.182,1.4,1.3,1.5,1,1.1,1.1,1.8,1.1,"SMALL PUNCTURE ON BOTH SIDES OF FISH ON HEAD",0,"12/2/19",146.8,"12/10/19",38.5,"0.7377","0.2623","","1/26/20",2,0.3428,923.1981,23.5643,6.180010559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"55","GD-4-2019","GD4-2019","GD04-19","GD4",2019-07-18,NA,"Eyak Weir Cordova","8/30/19",60.5316,-145.6451,2.032,44.8,46.3,3.9,4.6,11.7,12.1,7.5,30.1,"F",0.33,"N/A",33,3.9214,19,3.3236,22,3.661,5.1,5.3,5.4,1.642,"2-B3","N","Y","5","Y","Y",0.158,1.2,1.6,1.4,1.8,1.5,1.4,1.1,1.1,"",0,"12/2/19",220.3,"12/10/19",58.3,"0.7354","0.2646","","1/26/20",4,0.4448,923.3249,24.1142,6.381560872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"56","GD-5-2019","GD5-2019","GD-5-19","GD5",2019-07-18,NA,"Eyak Weir Cordova","8/29/19",60.5316,-145.6451,1.896,43.4,44.1,3.3,3.9,11.9,14.4,6.2,30.2,"F",0.27,"N/A",34,5.508,27,4.955,36,5.289,4.5,5,5,1.56,"2-A5","N","Y","5","Y","Y",0.119,2.3,2.1,2.3,2,1.3,1.1,1.1,1.1,"SMALL LACERATION NEAR ANAL FIN, MISSING RIGHT EYE",0,"12/2/19",113.9,"12/10/19",32.3,"0.7164","0.2836","","1/26/20",2,0.3177,923.1981,23.7636,6.738931343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"57","GD-6-2019","GD6-2019","GD-6-19","GD6",2019-07-19,NA,"Eyak Weir Cordova","8/30/19",60.5316,-145.6451,1.866,44.7,44.2,3.1,4.1,11.6,12.1,8.3,29.6,"F",0.336,"N/A",81,7.649,90,8.7511,44,4.1691,4.9,5,5.1,1.45,"2-B2","N","Y","5","Y","Y",0.17,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.7,"PUNCTURE BELOW LATERAL LINE ON LEFT SIDE BEHIND OPERCULUM",0,"12/2/19",96.9,"12/10/19",24,"0.7523","0.2477","","1/26/20",4,0.3536,923.3249,22.3741,5.541572755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"58","GD-7-2019","GD7-2019","GD-7-19","GD7",2019-07-19,NA,"Eyak Weir Cordova","8/29/19",60.5316,-145.6451,2.066,46.3,52,3.4,4.1,12.3,12.2,6.2,30.1,"F",NA,"N/A",68,3.1107,NA,NA,NA,NA,3.8,NA,NA,1.918,"2-A1","N","Y","5","Y","N",NA,0.9,1.7,1,1.9,1.2,2.8,1.1,1.5,"PREDATOR TOOK 1 SKEIN FROM FISH, REMAINING SKEIN LOOKS PARTLY REMOVED/MISSING. NO TOTAL GONAD WT.",3,"12/2/19",103.4,"12/10/19",27.6,"0.7331","0.2669","","1/26/20",2,0.3779,923.1981,24.3456,6.498438685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"59","GD-8-2019","GD8-2019","GD-8-19","GD8",2019-07-19,NA,"Eyak Weir Cordova","8/29/19",60.5316,-145.6451,2.594,45.9,46.8,7.1,7.2,13.9,15.7,6.7,33.4,"M",0.068,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.424,"2-A7","N","Y","5","Y","Y",0.03,0.9,1.3,0.7,0.8,0.6,0.6,0.6,0.6,"SMALL PUNCTURE WOUND UPPER RIGHT INTERIOR POSTERIOR TO OPERCULUM",0,"12/10/19",101.2,"12/18/19",27.2,"0.7312","0.2688","","1/26/20",4,0.3079,923.3249,22.7681,6.119489328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"60","GD-9-2019","GD9-2019","GD-9-19","GD9",2019-07-19,NA,"Eyak Weir Cordova","8/29/19",60.5316,-145.6451,1.524,40.7,41.3,3.4,3.6,10.7,12.9,5.8,26.4,"F",0.146,"N/A",59,5.8203,49,4.9467,47,3.4413,4.1,3.9,3.9,1.31,"2-B1","N","Y","7","Y","Y",0.07,4.9,6.4,3.6,4.1,2,2.9,1.4,2.4,"",0,"12/10/19",107.4,"12/18/19",32.7,"0.6955","0.3045","","1/26/20",2,0.374,923.1981,24.5559,7.476517039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"61","GD-10-2019","GD10-2019","GD-10-19","GD10",2019-07-19,NA,"Eyak Weir Cordova","8/29/19",60.5316,-145.6451,2.148,44.3,45.5,5.6,5.2,13,14.8,7.5,31.8,"M",0.09,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.974,"2-A8","N","Y","5","Y","Y",0.048,6.4,3.5,2.1,2,1.6,2,1.1,1.6,"SMALL PUNCTURE ON LATERAL LINE POSTERIOR TO DORCAL",0,"12/10/19",91.5,"12.18.19",28.3,"0.6907","0.3093","","1/26/20",4,0.4167,923.3249,24.5596,7.59602929,2,0.3208,923.1981,25.0616,7.751292678,4,0.3819,923.3249,24.5381,7.589379563,NA,NA,NA,NA,NA,NA,NA,NA,2019
"62","GD-11-2019","GD11-2019","GD-11-19","GD11",2019-07-19,NA,"Eyak Weir Cordova","8/29/19",60.5316,-145.6451,3.07,47.8,49.4,5.2,5.7,15,17.3,8.4,36.5,"F",0.412,"N/A",57,7.6266,45,5.1278,41,5.0168,5.4,5.4,5.4,2.532,"2-A6","N","Y","5","Y","Y",0.206,1.3,1.7,1.4,1.4,1.1,1.1,0.8,0.8,"SMALL PUNCTURE UPPER RIGHT BEHIND DORSAL FIN",0,"12/10/19",141.6,"12/18/19",40.5,"0.714","0.286","","1/26/20",4,0.3271,923.3249,24.9368,7.132347458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"63","GD-12-2019","GD12-2019","GD-12-19","GD12",2019-07-19,NA,"Eyak Weir Cordova","8/30/19",60.5316,-145.6451,2.714,48.5,48.4,5.9,7.3,14.3,14.6,8.1,35.1,"M",0.09,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.516,"2-B5","N","Y","5","Y","Y",0.046,0.9,1.1,1.1,1.6,1,1.1,0.8,1.1,"",0,"12/10/19",97.7,"12/18/19",27.6,"0.7175","0.2825","","1/26/20",2,0.3017,923.1981,24.0208,6.785814534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"64","GD-13-2019","GD13-2019","GD-13-19","GD13",2019-07-19,NA,"Eyak Weir Cordova","8/30/19",60.5316,-145.6451,2.246,45.4,47,3.6,4.4,12.2,13.4,7.8,33.5,"F",0.468,"N/A",25,2.9931,33,5.5543,42,6.0895,5.4,5.5,5,1.706,"2-B4","N","Y","5","Y","Y",0.198,0.5,0.5,0.8,0.6,0.6,0.6,0.6,0.6,"",0,"12/10/19",64.2,"12/18/19",14.2,"0.7788","0.2212","","1/26/20",4,0.4241,923.3249,20.3418,4.499276636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"65","GD-14-2019","GD14-2019","GD-14-19","GD14",2019-07-19,NA,"Eyak Weir Cordova","8/30/19",60.5316,-145.6451,2.082,45.4,45.3,3.6,4.3,12.8,12.9,7.6,32.3,"F",0.28,"N/A",27,2.2139,34,3.169,43,3.9323,4.8,4.6,4.7,1.71,"2-B8","N","Y","5","Y","Y",0.124,0.9,0.8,0.9,0.8,1,0.8,0.8,0.7,"",0,"12/10/19",108,"12/18/19",28.2,"0.7389","0.2611","","1/26/20",2,0.3905,923.1981,23.1267,6.038638333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"66","GD-15-2019","GD15-2019","GD-15-19","GD15",2019-07-19,NA,"Eyak Weir Cordova","8/29/19",60.5316,-145.6451,2.332,46.3,47.2,4.6,4.8,12.7,15.1,6.9,32.2,"F",0.444,"N/A",36,6.6,38,5.964,42,6.893,5.2,5.4,5.4,1.82,"2-A4","N","Y","5","Y","Y",0.208,0.9,0.9,1.2,0.9,0.9,0.9,0.7,0.7,"",0,"12/10/19",127.8,"12/18/19",34.7,"0.7285","0.2715","","1/26/19",4,0.2777,923.3249,22.9527,6.232071127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"67","GD-16-2019","GD16-2019","GD-16-19","GD16",2019-07-19,NA,"Eyak Weir Cordova","8/29/19",60.5316,-145.6451,1.934,42.3,42.9,3.9,4.1,11.9,12.4,6.7,30.6,"F",0.316,"N/A",39,3.4785,25,2.7257,33,3.2161,4.5,4.6,4.6,1.556,"2-A2","N","Y","5","Y","Y",0.168,0.7,0.6,0.8,0.7,0.7,0.8,0.7,0.7,"",0,"12/10/19",115.2,"12/18/19",29.7,"0.7422","0.2578","","2/5/20",2,0.3143,923.1981,22.7319,5.860567969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"68","GD-17-2019","GD17-2019","GD-17-19","GD17",2019-07-19,NA,"Eyak Weir Cordova","8/29/19",60.5316,-145.6451,2.102,44.7,45.7,3.6,4.1,11.6,12,6.9,30.3,"F",0.328,"N/A",33,3.234,36,4.186,29,3.256,5.3,5.3,5.1,1.726,"2-A3","N","Y","5","Y","Y",0.166,1.7,1.5,1.6,1,1.5,1.3,1,1.1,"",0,"12/10/19",147.9,"12/18/19",40.6,"0.7255","0.2745","","2/5/20",4,0.2579,923.3249,24.0651,6.606105882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"69","GD-18-2019","GD18-2019","GD-18-19","GD18",2019-07-19,NA,"Eyak Weir Cordova","8/29/19",60.5316,-145.6451,2.62,48.2,48.5,4.4,5.5,13.8,16.4,7.3,32.7,"F",0.408,"N/A",NA,NA,NA,NA,NA,NA,5.4,5.5,5.3,NA,"2-A12","N","Y","7","Y","Y",0.194,1.4,0.9,1.3,1.1,1.1,1.2,0.8,1.1,"small puncture above lat. Line below dorsal fin",0,"12/10/19",117.4,"12/18/19",32.4,"0.724","0.276","","2/5/20",2,0.3851,923.1981,23.9484,6.609268825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"70","GD-19-2019","GD19-2019","GD-19-19","GD19",2019-07-19,NA,"Eyak Weir Cordova","8/30/19",60.5316,-145.6451,2.43,47,48.4,6.8,6.5,13.6,13.8,6.9,32.9,"M",0.072,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.272,"2-B9","N","Y","5","Y","Y",0.034,0.7,0.7,0.8,0.8,0.7,0.8,0.7,0.7,"",0,"12/10/19",129.5,"12/18/19",33,"0.7452","0.2548","","2/5/20",4,0.3163,923.3249,21.7195,5.534698842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"71","GD-20-2019","GD20-2019","GD-20-19","GD20",2019-07-19,NA,"Eyak Weir Cordova","8/29/19",60.5316,-145.6451,1.704,42.3,42.8,4.1,4.2,11.1,13.2,5.2,28.7,"F",0.23,"N/A",34,3.7246,43,5.0298,37,4.2051,4.9,5,4.9,1.416,"2-A11","N","Y","5","Y","Y",0.096,2.3,1.8,1.4,1.5,1.1,1.3,0.9,0.9,"ONE OTOLITH",0,"12/10/19",106.4,"12/18/19",30.9,"0.7096","0.2904","","2/5/20",2,0.3085,923.1981,23.3041,6.767826034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"72","GD-21-2019","GD21-2019","GD-21-19","GD21",2019-07-19,NA,"Eyak Weir Cordova","8/30/19",60.5316,-145.6451,2.26,44.9,46.8,6.1,5.9,12.9,13,6,31.8,"M",0.086,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.074,"2-B7","N","Y","5","Y","Y",0.04,0.8,0.7,0.8,0.7,0.6,0.6,0.5,0.6,"",0,"12/10/19",160.3,"12/18/19",40.4,"0.748","0.252","","2/5/20",4,0.277,923.3249,22.0184,5.549241173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"73","SA-1-2019","SA1-2019","SA-1-19","SA1",2019-08-20,NA,"St Anne","9/3/19",61.73953006,-145.9685194,0.978,40.4,41,3,3.8,9.6,9.7,3.7,22.8,"F",0,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932,"2-C10","N","Y","5","Y","N",NA,0.6,0.4,0.4,0.5,0.5,0.5,0.4,0.4,"POST SPAWNER, NO EGGS",2,"12/18/19",51.3,"12/31/19",10.3,"0.7992","0.2008","","2/5/20",2,0.3134,923.1981,20.4384,4.103616374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319020.5225,538,2019
"74","SA-2-2019","SA2-2019","SA-2-19","SA2",2019-08-20,NA,"St Anne","9/1/19",61.73953006,-145.9685194,1.096,43.4,43.6,4,4.6,8.8,9.2,4.3,21.5,"F",0,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.018,"2-B12","N","Y","5","Y","N",NA,0.6,0.6,0.8,0.5,0.8,0.7,0.5,0.5,"POST SPAWNER, SKEINS ARE EMPTY, LARGE TUMOR ATTACHED TO ANTERIOR END OF SWIN BLADDER",2,"12/18/19",125.1,"12/31/19",26.5,"0.7882","0.2118","","2/5/20",4,0.2448,923.3249,19.656,4.163741007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319020.5225,538,2019
"75","SA-3-2019","SA3-2019","SA-3-19","SA3",2019-08-20,NA,"St Anne","9/3/19",61.73953006,-145.9685194,1.406,46.1,46.8,3.9,4.2,10.6,10.1,5.4,24.9,"F",0,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.328,"2-D5","N","Y","5","Y","N",NA,0.5,0.5,0.4,0.4,0.4,0.5,0.5,0.4,"POST SPAWNER, NO EGGS. ONLY FOUND 1 OTOLITH",2,"12/18/19",89.4,"12/31/19",17.1,"0.8087","0.1913","","2/5/20",2,0.3659,923.1981,20.7438,3.967773826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319020.5225,538,2019
